dataset_name: 240x20, ndiris: True folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, train_x_shape: (228, 32, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (228, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (148, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (72, 32, 240, 3)
dataset_name: 240x40_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (62, 40, 240, 3)
dataset_name: 240x20, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (52, 32, 240, 3)
dataset_name: 240x40, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (54, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (14, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 32, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (314, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (194, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (66, 32, 240, 3)
dataset_name: 240x40_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (50, 40, 240, 3)
dataset_name: 240x20, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (48, 32, 240, 3)
dataset_name: 240x40, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (48, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (16, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (4, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (238, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (142, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (78, 32, 240, 3)
dataset_name: 240x40_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (54, 40, 240, 3)
dataset_name: 240x20, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (40, 32, 240, 3)
dataset_name: 240x40, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (54, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (10, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (4, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 32, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (270, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (178, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (66, 32, 240, 3)
dataset_name: 240x40_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (66, 40, 240, 3)
dataset_name: 240x20, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (52, 32, 240, 3)
dataset_name: 240x40, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (62, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (20, 32, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 32, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (270, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (168, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (56, 32, 240, 3)
dataset_name: 240x40_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (58, 40, 240, 3)
dataset_name: 240x20, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (48, 32, 240, 3)
dataset_name: 240x40, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (58, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (10, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (270, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (178, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (80, 32, 240, 3)
dataset_name: 240x40_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (64, 40, 240, 3)
dataset_name: 240x20, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (52, 32, 240, 3)
dataset_name: 240x40, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (56, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (16, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (4, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (300, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (196, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (76, 32, 240, 3)
dataset_name: 240x40_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (54, 40, 240, 3)
dataset_name: 240x20, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (50, 32, 240, 3)
dataset_name: 240x40, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (62, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (20, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (4, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 32, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (264, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (156, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (78, 32, 240, 3)
dataset_name: 240x40_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (60, 40, 240, 3)
dataset_name: 240x20, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (44, 32, 240, 3)
dataset_name: 240x40, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (32, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (12, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (290, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (170, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (54, 32, 240, 3)
dataset_name: 240x40_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (60, 40, 240, 3)
dataset_name: 240x20, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (46, 32, 240, 3)
dataset_name: 240x40, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (48, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (14, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (4, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (264, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (150, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (76, 32, 240, 3)
dataset_name: 240x40_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (52, 40, 240, 3)
dataset_name: 240x20, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (40, 32, 240, 3)
dataset_name: 240x40, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (54, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (16, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 32, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (226, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (148, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (58, 32, 240, 3)
dataset_name: 240x40_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (48, 40, 240, 3)
dataset_name: 240x20, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (50, 32, 240, 3)
dataset_name: 240x40, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (52, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (20, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 32, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (274, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (146, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (74, 32, 240, 3)
dataset_name: 240x40_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (64, 40, 240, 3)
dataset_name: 240x20, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (48, 32, 240, 3)
dataset_name: 240x40, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (60, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (14, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (4, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 32, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (188, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (112, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (56, 32, 240, 3)
dataset_name: 240x40_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (50, 40, 240, 3)
dataset_name: 240x20, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (48, 32, 240, 3)
dataset_name: 240x40, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (56, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (8, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 32, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (168, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (102, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (70, 32, 240, 3)
dataset_name: 240x40_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (58, 40, 240, 3)
dataset_name: 240x20, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (38, 32, 240, 3)
dataset_name: 240x40, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (38, 40, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_10/initial_test, x_shape: (4, 32, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_10/initial_test, x_shape: (2, 32, 240, 3)
dataset_name: 240x20, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (260, 32, 240, 3)
dataset_name: 240x40, ndiris: True out_folder: experiments/ndiris_full_vgg_pairs_removebad_9/initial_test, x_shape: (164, 40, 240, 3)
dataset_name: 240x20_fixed, ndiris: False out_folder: experiments/gfi_full_vgg_pairs_removebad_9/initial_test, x_shape: (60, 32, 240, 3)
